2018-03-21 09:50:11,065 [6] INFO  BaseLog [(null)] - OAuth2Controller>Index :https://open.weixin.qq.com/connect/oauth2/authorize?appid=wxf0eea6fec2756b45&redirect_uri=http%3A%2F%2Fwxtest-ct.qichedaquan.com%2Fapi%2FOAuth2%2FUserInfoCallback%3FreturnUrl%3Dhttp%3A%2F%2Fwxtest-ct.qichedaquan.com%2FmoneyManager%2Fmake_money.html%3Fchannel%3Dctlmcaidan&response_type=code&scope=snsapi_userinfo&state=ChiTu993&connect_redirect=1#wechat_redirect
执行的时间:5.5153ms
请求的参数:{"CheckLogin":true,"res":{"OpenID":null,"PageIndex":0,"PageSize":10,"SceneID":0,"UserID":0}}
返回的结果:{"Status":0,"Message":"Success","Result":{"TotalCount":0,"TaskID":-2,"TaskInfo":[{"TaskId":16413,"TaskName":"再说李斌就哭了，蔚来江淮怎么会分手","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180321/10874.html","BillingRuleName":"0.22元/CPC + 3元/CPL","Synopsis":"再说李斌就哭了，蔚来江淮怎么会分手","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/30/QQ0DAFqweYaAbrD4AAAZHMKL0sU783.JPG","TotalAmount":0.00,"TotalPrice":929.00,"IsForward":0,"CPCPrice":0.22},{"TaskId":16411,"TaskName":"售9-11万/换装7DCT 新款哈弗M6正式上市","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10861.html","BillingRuleName":"0.21元/CPC + 3元/CPL","Synopsis":"123457677","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/1A/QQ0DAFqwb8yACeLcAAAlNqxkUzo811.JPG","TotalAmount":0.00,"TotalPrice":913.00,"IsForward":0,"CPCPrice":0.21},{"TaskId":16410,"TaskName":"全球首例！Uber自动驾驶车辆致行人死亡","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10860.html","BillingRuleName":"0.20元/CPC + 3元/CPL","Synopsis":"12345678","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/38/QQ0DAFqwfh6AUTM2AAAlxpkgfGM747.JPG","TotalAmount":0.00,"TotalPrice":905.00,"IsForward":0,"CPCPrice":0.20},{"TaskId":16409,"TaskName":"足够年轻的SUV 静态体验东风风神AX4","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10858.html","BillingRuleName":"0.24元/CPC + 3元/CPL","Synopsis":"12345678900","ImgUrl":"http://192.168.3.76/group4/M00/02/7A/pIYBAFqwgZuAJyVKAABDKJKeXG8199.JPG","TotalAmount":0.00,"TotalPrice":945.00,"IsForward":0,"CPCPrice":0.24},{"TaskId":16406,"TaskName":"你们都爱村上春树的什么？","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180319/10850.html","BillingRuleName":"0.25元/CPC + 3元/CPL","Synopsis":"村上的文字是诚实的。","ImgUrl":"http://192.168.3.76/group4/M00/02/6C/pIYBAFqvqxuAHRYaAABNnqnV-k8522.JPG","TotalAmount":0.00,"TotalPrice":952.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16405,"TaskName":"20180312-02好的婚姻，都带点“傻气”","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/10841.html","BillingRuleName":"0.16元/CPC + 3元/CPL","Synopsis":"爸妈营，300万精英爸妈在这里，一起学、玩、买！","ImgUrl":"http://192.168.3.76/group4/M00/00/48/pIYBAFp1ZQKAIhRcAAAqvcDqwY8460.JPG","TotalAmount":0.00,"TotalPrice":867.00,"IsForward":0,"CPCPrice":0.16},{"TaskId":16404,"TaskName":"20180312-01抹一抹年轻十岁！！自带按摩功能的网红眼霜，让眼纹、眼袋、黑眼圈全靠边","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/294.html","BillingRuleName":"0.29元/CPC + 3元/CPL","Synopsis":"都说爱笑的女孩运气不会太差，但眼纹也不会少，眼部是肌肤的重灾区，女生真的赌不起。","ImgUrl":"http://192.168.3.71/group1/M00/0C/7F/oYYBAFpXRlGAGA4KAAAlMvCP9Rw724.JPG","TotalAmount":0.00,"TotalPrice":990.00,"IsForward":0,"CPCPrice":0.29},{"TaskId":16395,"TaskName":"别让孩子如此让人讨厌","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55719.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"最近有一则熊孩子在地铁里抢陌生乘客蛋卷的事儿，家长居然还对孩子说：吃完再要。　　我也是震惊了，他们虽说是","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/95/QQ0DAFpVhU6APgvmAAB75Gov3pc046.GIF","TotalAmount":0.00,"TotalPrice":511.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16394,"TaskName":"美味又好看的包子做法来啦，赶紧收了吧~","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55717.html","BillingRuleName":"0.25元/CPC + 0元/CPL","Synopsis":"鸡汁生煎包食材：300g鸡爪、25ml料酒、300g猪前夹肉、1个鸡蛋、400g中筋面粉、3小勺盐、适量生姜","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/F2/QQ0DAFpVxOSAGOs_AAArthx1CMo803.JPG","TotalAmount":0.00,"TotalPrice":886.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16393,"TaskName":"没有红薯的冬天是不完整的！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55715.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"大冬天的走在路上，可能只有喷香的烤红薯能让人驻足片刻，跺着脚等待美味了。","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FD/QQ0DAFpVyaKACEilAAAq1JKk7Ow314.JPG","TotalAmount":0.00,"TotalPrice":521.00,"IsForward":0,"CPCPrice":0.10}]},"IsOverdue":null}

2018-03-21 10:37:43,505 [39] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo 开始 UserID: 1637,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:37:43,552 [39] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo UserID: 1637,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html OK
2018-03-21 10:37:44,275 [39] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetSceneInfoByUserId?r=0.33054049197011026
执行的时间:44.6198ms
请求的参数:{}
返回的结果:{"Status":0,"Message":"OK","Result":{"CategoryList":[{"SceneID":0,"SceneName":"推荐","IsSelected":0,"Counts":10000},{"SceneID":3,"SceneName":"育儿","IsSelected":0,"Counts":0},{"SceneID":4,"SceneName":"娱乐","IsSelected":0,"Counts":0},{"SceneID":22,"SceneName":"汽车","IsSelected":0,"Counts":0},{"SceneID":24,"SceneName":"美食","IsSelected":0,"Counts":0},{"SceneID":25,"SceneName":"旅游","IsSelected":0,"Counts":0},{"SceneID":31,"SceneName":"教育","IsSelected":0,"Counts":0},{"SceneID":32,"SceneName":"家居","IsSelected":0,"Counts":0},{"SceneID":34,"SceneName":"婚恋","IsSelected":0,"Counts":0},{"SceneID":46,"SceneName":"财经","IsSelected":0,"Counts":0}],"IsSkip":false},"IsOverdue":null}

2018-03-21 10:37:44,351 [39] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUserDayOrderCount,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:37:44,437 [37] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUnionAndUserId,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:37:44,833 [7] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.4606466690203084,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:37:44,883 [39] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.4606466690203084
执行的时间:10.2535ms
请求的参数:{"CheckLogin":true,"res":{"OpenID":null,"PageIndex":0,"PageSize":10,"SceneID":0,"UserID":0}}
返回的结果:{"Status":0,"Message":"Success","Result":{"TotalCount":0,"TaskID":-2,"TaskInfo":[{"TaskId":16413,"TaskName":"再说李斌就哭了，蔚来江淮怎么会分手","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180321/10874.html","BillingRuleName":"0.22元/CPC + 3元/CPL","Synopsis":"再说李斌就哭了，蔚来江淮怎么会分手","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/30/QQ0DAFqweYaAbrD4AAAZHMKL0sU783.JPG","TotalAmount":0.00,"TotalPrice":929.00,"IsForward":0,"CPCPrice":0.22},{"TaskId":16411,"TaskName":"售9-11万/换装7DCT 新款哈弗M6正式上市","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10861.html","BillingRuleName":"0.21元/CPC + 3元/CPL","Synopsis":"123457677","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/1A/QQ0DAFqwb8yACeLcAAAlNqxkUzo811.JPG","TotalAmount":0.00,"TotalPrice":913.00,"IsForward":0,"CPCPrice":0.21},{"TaskId":16410,"TaskName":"全球首例！Uber自动驾驶车辆致行人死亡","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10860.html","BillingRuleName":"0.20元/CPC + 3元/CPL","Synopsis":"12345678","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/38/QQ0DAFqwfh6AUTM2AAAlxpkgfGM747.JPG","TotalAmount":0.00,"TotalPrice":905.00,"IsForward":0,"CPCPrice":0.20},{"TaskId":16409,"TaskName":"足够年轻的SUV 静态体验东风风神AX4","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10858.html","BillingRuleName":"0.24元/CPC + 3元/CPL","Synopsis":"12345678900","ImgUrl":"http://192.168.3.76/group4/M00/02/7A/pIYBAFqwgZuAJyVKAABDKJKeXG8199.JPG","TotalAmount":0.00,"TotalPrice":945.00,"IsForward":0,"CPCPrice":0.24},{"TaskId":16406,"TaskName":"你们都爱村上春树的什么？","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180319/10850.html","BillingRuleName":"0.25元/CPC + 3元/CPL","Synopsis":"村上的文字是诚实的。","ImgUrl":"http://192.168.3.76/group4/M00/02/6C/pIYBAFqvqxuAHRYaAABNnqnV-k8522.JPG","TotalAmount":0.00,"TotalPrice":952.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16405,"TaskName":"20180312-02好的婚姻，都带点“傻气”","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/10841.html","BillingRuleName":"0.16元/CPC + 3元/CPL","Synopsis":"爸妈营，300万精英爸妈在这里，一起学、玩、买！","ImgUrl":"http://192.168.3.76/group4/M00/00/48/pIYBAFp1ZQKAIhRcAAAqvcDqwY8460.JPG","TotalAmount":0.00,"TotalPrice":867.00,"IsForward":0,"CPCPrice":0.16},{"TaskId":16404,"TaskName":"20180312-01抹一抹年轻十岁！！自带按摩功能的网红眼霜，让眼纹、眼袋、黑眼圈全靠边","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/294.html","BillingRuleName":"0.29元/CPC + 3元/CPL","Synopsis":"都说爱笑的女孩运气不会太差，但眼纹也不会少，眼部是肌肤的重灾区，女生真的赌不起。","ImgUrl":"http://192.168.3.71/group1/M00/0C/7F/oYYBAFpXRlGAGA4KAAAlMvCP9Rw724.JPG","TotalAmount":0.00,"TotalPrice":990.00,"IsForward":0,"CPCPrice":0.29},{"TaskId":16395,"TaskName":"别让孩子如此让人讨厌","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55719.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"最近有一则熊孩子在地铁里抢陌生乘客蛋卷的事儿，家长居然还对孩子说：吃完再要。　　我也是震惊了，他们虽说是","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/95/QQ0DAFpVhU6APgvmAAB75Gov3pc046.GIF","TotalAmount":0.00,"TotalPrice":511.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16394,"TaskName":"美味又好看的包子做法来啦，赶紧收了吧~","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55717.html","BillingRuleName":"0.25元/CPC + 0元/CPL","Synopsis":"鸡汁生煎包食材：300g鸡爪、25ml料酒、300g猪前夹肉、1个鸡蛋、400g中筋面粉、3小勺盐、适量生姜","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/F2/QQ0DAFpVxOSAGOs_AAArthx1CMo803.JPG","TotalAmount":0.00,"TotalPrice":886.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16393,"TaskName":"没有红薯的冬天是不完整的！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55715.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"大冬天的走在路上，可能只有喷香的烤红薯能让人驻足片刻，跺着脚等待美味了。","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FD/QQ0DAFpVyaKACEilAAAq1JKk7Ow314.JPG","TotalAmount":0.00,"TotalPrice":521.00,"IsForward":0,"CPCPrice":0.10}]},"IsOverdue":null}

2018-03-21 10:39:03,477 [27] INFO  BaseLog [(null)] - OAuth2Controller>Index :https://open.weixin.qq.com/connect/oauth2/authorize?appid=wxf0eea6fec2756b45&redirect_uri=http%3A%2F%2Fwxtest-ct.qichedaquan.com%2Fapi%2FOAuth2%2FUserInfoCallback%3FreturnUrl%3Dhttp%3A%2F%2Fwxtest-ct.qichedaquan.com%2FmoneyManager%2Fmake_money.html&response_type=code&scope=snsapi_userinfo&state=ChiTu397&connect_redirect=1#wechat_redirect
2018-03-21 10:39:06,050 [7] INFO  BaseLog [(null)] - UserInfoCallback :http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:39:06,059 [7] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken开始，Code：01183ZXd0QPzLA1Z7eVd04KaYd083ZXY
2018-03-21 10:39:06,317 [7] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken结束，Code：01183ZXd0QPzLA1Z7eVd04KaYd083ZXY
2018-03-21 10:39:06,428 [7] INFO  BaseLog [(null)] - 调用OAuthApi.Auth方法，参数access_token=7_buyj1jUn-ejWjlP_tURy9pIR9X32psg5ckAE_gJLO6jQs7hdlHj3R5kRTAPVe_LAQzKzR45ECOkyHBWDahBzUQ,openid=ohvZzwHD0cqFXMf07ww8WRHDhyXk,结果=ok
2018-03-21 10:39:06,687 [7] INFO  BaseLog [(null)] - 调用OAuthApi.GetUserInfo方法，参数access_token=7_buyj1jUn-ejWjlP_tURy9pIR9X32psg5ckAE_gJLO6jQs7hdlHj3R5kRTAPVe_LAQzKzR45ECOkyHBWDahBzUQ,openid=ohvZzwHD0cqFXMf07ww8WRHDhyXk,结果={"openid":"ohvZzwHD0cqFXMf07ww8WRHDhyXk","nickname":"leevan","sex":1,"province":"北京","city":"海淀","country":"中国","headimgurl":"http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIGMrrjGucicuu3IwQiaPmGMSrpofqWLrQgASenExbPIrcS9icBrzLtRVQPXrHSFsm4W2bYMCv2VuSRQ/132","privilege":[],"unionid":"o_J_G0-wUiVOdJDhPAI-2IaKF7Lw"}
2018-03-21 10:39:06,933 [7] INFO  BaseLog [(null)] - 调用Senparc.Weixin.MP.AdvancedAPIs.UserApi.Info方法，参数appId=wxf0eea6fec2756b45,openid=ohvZzwHD0cqFXMf07ww8WRHDhyXk,结果={"subscribe":1,"openid":"ohvZzwHD0cqFXMf07ww8WRHDhyXk","nickname":"leevan","sex":1,"language":"zh_CN","city":"海淀","province":"北京","country":"中国","headimgurl":"http://thirdwx.qlogo.cn/mmopen/1IicDg93BibKCt0ibIehicibUgLDiaPjFLatRBLs6ia4ia8SdbeZc4r5ICWVgiaJ37UUsPyFgDBicF0iaQOSGyQibCtMIVNemZjbBwFKNseK/132","subscribe_time":1521176394,"unionid":"o_J_G0-wUiVOdJDhPAI-2IaKF7Lw","remark":"","groupid":0,"tagid_list":[],"errcode":0,"ErrorCodeValue":0,"errmsg":null,"P2PData":null}
2018-03-21 10:39:06,963 [7] INFO  BaseLog [(null)] - 调用 XYAuto.ITSC.Chitunion2017.BLL.WeChat.WeiXinUser.Instance.GetUnionAndUserId方法，参数openid=ohvZzwHD0cqFXMf07ww8WRHDhyXk,结果={"OpenID":"ohvZzwHD0cqFXMf07ww8WRHDhyXk","UnionID":"o_J_G0-wUiVOdJDhPAI-2IaKF7Lw","UserID":1637}
2018-03-21 10:39:06,982 [7] INFO  BaseLog [(null)] - 调用XYAuto.ITSC.Chitunion2017.Common.UserInfo.Instance.Passport方法，参数UserID=1637,结果=9GKofJgp4ce+RXffWYuSJMt8BSpALvZL2MVhqB8wcOuIPreTQGNZIEqnSv45CURZGqap4NVzxhIK+CC6k+un6+iZvuJlWbsjmy+QjiPziohVu6ftmsB1LaR7TVnEyiJex45h/+VxIXI=,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:39:06,989 [7] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo 开始 UserID: 1637,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:39:07,001 [7] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo UserID: 1637,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html OK
2018-03-21 10:39:07,129 [27] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo 开始 UserID: 1637,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?isauth=1
2018-03-21 10:39:07,171 [27] INFO  BaseLog [(null)] - WeiXinVisvitBll AddWeiXinVisvitInfo UserID: 1637,URL=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?isauth=1 OK
2018-03-21 10:39:07,399 [7] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetSceneInfoByUserId?r=0.9158777979759081
执行的时间:35.5948ms
请求的参数:{}
返回的结果:{"Status":0,"Message":"OK","Result":{"CategoryList":[{"SceneID":0,"SceneName":"推荐","IsSelected":0,"Counts":10000},{"SceneID":3,"SceneName":"育儿","IsSelected":0,"Counts":0},{"SceneID":4,"SceneName":"娱乐","IsSelected":0,"Counts":0},{"SceneID":22,"SceneName":"汽车","IsSelected":0,"Counts":0},{"SceneID":24,"SceneName":"美食","IsSelected":0,"Counts":0},{"SceneID":25,"SceneName":"旅游","IsSelected":0,"Counts":0},{"SceneID":31,"SceneName":"教育","IsSelected":0,"Counts":0},{"SceneID":32,"SceneName":"家居","IsSelected":0,"Counts":0},{"SceneID":34,"SceneName":"婚恋","IsSelected":0,"Counts":0},{"SceneID":46,"SceneName":"财经","IsSelected":0,"Counts":0}],"IsSkip":false},"IsOverdue":null}

2018-03-21 10:39:07,442 [6] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUserDayOrderCount,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?isauth=1
2018-03-21 10:39:07,491 [37] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetUnionAndUserId,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?isauth=1
2018-03-21 10:39:07,977 [27] INFO  BaseLog [(null)] - [IsAuthorized]IsCheckIP=False,IsCheckLogin=True,CheckModuleRight=,用户请求的地址=http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.8858755368583742,UrlRefer=http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html?isauth=1
2018-03-21 10:39:08,037 [12] INFO  BaseLog [(null)] - 
请求的url地址：http://wxtest-ct.qichedaquan.com/api/Task/GetTaskListByUserId?PageSize=10&SceneID=0&PageIndex=0&r=0.8858755368583742
执行的时间:11.0287ms
请求的参数:{"CheckLogin":true,"res":{"OpenID":null,"PageIndex":0,"PageSize":10,"SceneID":0,"UserID":0}}
返回的结果:{"Status":0,"Message":"Success","Result":{"TotalCount":0,"TaskID":-2,"TaskInfo":[{"TaskId":16413,"TaskName":"再说李斌就哭了，蔚来江淮怎么会分手","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180321/10874.html","BillingRuleName":"0.22元/CPC + 3元/CPL","Synopsis":"再说李斌就哭了，蔚来江淮怎么会分手","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/30/QQ0DAFqweYaAbrD4AAAZHMKL0sU783.JPG","TotalAmount":0.00,"TotalPrice":929.00,"IsForward":0,"CPCPrice":0.22},{"TaskId":16411,"TaskName":"售9-11万/换装7DCT 新款哈弗M6正式上市","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10861.html","BillingRuleName":"0.21元/CPC + 3元/CPL","Synopsis":"123457677","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/1A/QQ0DAFqwb8yACeLcAAAlNqxkUzo811.JPG","TotalAmount":0.00,"TotalPrice":913.00,"IsForward":0,"CPCPrice":0.21},{"TaskId":16410,"TaskName":"全球首例！Uber自动驾驶车辆致行人死亡","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10860.html","BillingRuleName":"0.20元/CPC + 3元/CPL","Synopsis":"12345678","ImgUrl":"http://imgcdn.chitunion.com/group4/M00/8A/38/QQ0DAFqwfh6AUTM2AAAlxpkgfGM747.JPG","TotalAmount":0.00,"TotalPrice":905.00,"IsForward":0,"CPCPrice":0.20},{"TaskId":16409,"TaskName":"足够年轻的SUV 静态体验东风风神AX4","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180320/10858.html","BillingRuleName":"0.24元/CPC + 3元/CPL","Synopsis":"12345678900","ImgUrl":"http://192.168.3.76/group4/M00/02/7A/pIYBAFqwgZuAJyVKAABDKJKeXG8199.JPG","TotalAmount":0.00,"TotalPrice":945.00,"IsForward":0,"CPCPrice":0.24},{"TaskId":16406,"TaskName":"你们都爱村上春树的什么？","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180319/10850.html","BillingRuleName":"0.25元/CPC + 3元/CPL","Synopsis":"村上的文字是诚实的。","ImgUrl":"http://192.168.3.76/group4/M00/02/6C/pIYBAFqvqxuAHRYaAABNnqnV-k8522.JPG","TotalAmount":0.00,"TotalPrice":952.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16405,"TaskName":"20180312-02好的婚姻，都带点“傻气”","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/10841.html","BillingRuleName":"0.16元/CPC + 3元/CPL","Synopsis":"爸妈营，300万精英爸妈在这里，一起学、玩、买！","ImgUrl":"http://192.168.3.76/group4/M00/00/48/pIYBAFp1ZQKAIhRcAAAqvcDqwY8460.JPG","TotalAmount":0.00,"TotalPrice":867.00,"IsForward":0,"CPCPrice":0.16},{"TaskId":16404,"TaskName":"20180312-01抹一抹年轻十岁！！自带按摩功能的网红眼霜，让眼纹、眼袋、黑眼圈全靠边","MaterialUrl":"http://news1.chitu.qichedaquan.com/ct_m/20180312/294.html","BillingRuleName":"0.29元/CPC + 3元/CPL","Synopsis":"都说爱笑的女孩运气不会太差，但眼纹也不会少，眼部是肌肤的重灾区，女生真的赌不起。","ImgUrl":"http://192.168.3.71/group1/M00/0C/7F/oYYBAFpXRlGAGA4KAAAlMvCP9Rw724.JPG","TotalAmount":0.00,"TotalPrice":990.00,"IsForward":0,"CPCPrice":0.29},{"TaskId":16395,"TaskName":"别让孩子如此让人讨厌","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55719.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"最近有一则熊孩子在地铁里抢陌生乘客蛋卷的事儿，家长居然还对孩子说：吃完再要。　　我也是震惊了，他们虽说是","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/95/QQ0DAFpVhU6APgvmAAB75Gov3pc046.GIF","TotalAmount":0.00,"TotalPrice":511.00,"IsForward":0,"CPCPrice":0.10},{"TaskId":16394,"TaskName":"美味又好看的包子做法来啦，赶紧收了吧~","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55717.html","BillingRuleName":"0.25元/CPC + 0元/CPL","Synopsis":"鸡汁生煎包食材：300g鸡爪、25ml料酒、300g猪前夹肉、1个鸡蛋、400g中筋面粉、3小勺盐、适量生姜","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/F2/QQ0DAFpVxOSAGOs_AAArthx1CMo803.JPG","TotalAmount":0.00,"TotalPrice":886.00,"IsForward":0,"CPCPrice":0.25},{"TaskId":16393,"TaskName":"没有红薯的冬天是不完整的！","MaterialUrl":"http://newscdn.chitunion.com/ct_m/20180111/55715.html","BillingRuleName":"0.10元/CPC + 0元/CPL","Synopsis":"大冬天的走在路上，可能只有喷香的烤红薯能让人驻足片刻，跺着脚等待美味了。","ImgUrl":"http://img4.qcdqcdn.com/group4/M00/C9/FD/QQ0DAFpVyaKACEilAAAq1JKk7Ow314.JPG","TotalAmount":0.00,"TotalPrice":521.00,"IsForward":0,"CPCPrice":0.10}]},"IsOverdue":null}

2018-03-21 10:39:13,368 [7] INFO  BaseLog [(null)] - OAuth2Controller>Index :https://open.weixin.qq.com/connect/oauth2/authorize?appid=wxf0eea6fec2756b45&redirect_uri=http%3A%2F%2Fwxtest-ct.qichedaquan.com%2Fapi%2FOAuth2%2FUserInfoCallback%3FreturnUrl%3Dhttp%3A%2F%2Fwxtest-ct.qichedaquan.com%2FmoneyManager%2Fmake_money.html&response_type=code&scope=snsapi_userinfo&state=ChiTu368&connect_redirect=1#wechat_redirect
2018-03-21 10:39:15,825 [6] INFO  BaseLog [(null)] - UserInfoCallback :http://wxtest-ct.qichedaquan.com/moneyManager/make_money.html
2018-03-21 10:39:15,830 [6] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken开始，Code：061pV7142rJVbM0Db2442d5d142pV71a
2018-03-21 10:39:15,918 [6] INFO  BaseLog [(null)] - UserInfoCallback :GetAccessToken结束，Code：061pV7142rJVbM0Db2442d5d142pV71a
2018-03-21 10:39:16,009 [6] INFO  BaseLog [(null)] - 调用OAuthApi.Auth方法，参数access_token=7_l5vxgpTw9vT0m036SHfmf4WYbaSXszVgK8gsqLzMDxR2Zd6sFmJzlxTF0JSRBTBweR_CaRFnyqiueh2uhQ4o_w,openid=ohvZzwHD0cqFXMf07ww8WRHDhyXk,结果=ok
